origin,Adang Bay,Asam Asam,Bahudopi,Balikpapan,Bangkok,Batangas,Belawan,Bengalon,Binh Thuan (Vinh Tan),Bintulu,Bitung,Bontang,Bunati,Bunyu,Cagayan de Oro,Cai Mep,Campha,Cebu,Chittagong,Cigading,Cirebon,Colombo,Da Nang,Davao,Dumai,Dung Quat,General Santos,Go Gia,Gresik,Ha Long,Hai Phong,Hambantota,Ho Chi Minh City,Hon La,Iligan,Iloilo City,Isabel,Kauswagan,Kemaman,Kendari,Ko Por Anchorage,Koh Sichang,Kotabaru,Kualatanjung,Kuantan,Kupang,Labuan,Laem Chabang,Lahad Datu,Laut Island,Limay,Lumut (Malaysia),Makassar,Malita,Manila,Map Ta Phut,Mariveles,Masinloc,Merak,Mongla,Muara Banyuasin,Muara Berau,Muara Jawa,Muara Pantai,Muara Satui,Naga (Cebu),Nasipit,Nghi Son,Ozamiz,Pagbilao,Palembang,Pasir Gudang,Payra,Pelabuhan Ratu,Penang,Phu My,Pomalaa,Port Dickson,Port Kelang,Prachuap,Quezon,Quy Nhon,Samarinda,Sandakan,Sangi,Sangkulirang,Sarasin,Sattahip,Semarang,Senipah Terminal,Sihanoukville,Singapore,Son Duong,Songkhla,Sorong,Sual (Lingayen bay),Surabaya,Taboneo - Banjarmasin,Tagoloan,Tanjung Bara CT,Tanjung Pelepas,Tarahan,Tarakan Island,Tawau,Teluk Bayur,Thilawa,Toledo (Philippines),Trincomalee,Villanueva (Mindanao Island),Vung Ang,Westport (Malaysia),Yangon,Zamboanga
Davao,1414.3,1688.3,1035.2,1324.3,3696.9,1082.7,3053.2,1078.7,3076.4,1963.9,503.8,1020.0,1731.0,779.6,767.3,3265.1,3709.6,882.9,4611.8,2415.8,2648.7,5194.1,3321.1,0.0,2775.6,3320.6,169.5,3672.1,1873.2,3693.4,3686.5,5005.9,3296.5,3547.0,864.6,911.6,679.2,863.4,2976.4,1140.6,3671.0,3673.9,1338.8,3424.9,2991.5,1498.0,1254.4,3677.5,862.3,1338.4,1165.6,2953.8,1415.2,167.0,1195.6,3703.1,1157.2,1202.4,4860.2,5199.4,4999.8,888.1,1008.3,1394.4,1716.9,876.0,736.9,4161.6,862.8,1063.8,5043.8,2616.9,5155.3,2536.2,3490.0,3271.6,1558.6,2769.7,2935.9,4203.9,1064.1,3080.6,1005.2,1024.6,722.0,1100.1,3887.1,3686.5,2329.0,1336.4,3438.4,2599.9,3680.4,3348.8,795.3,1412.0,1878.2,1630.1,760.8,908.7,2600.8,4865.6,800.5,802.0,3382.7,4553.7,890.0,5184.3,756.6,3552.6,2934.0,4563.8,499.9
Dumai,1816.5,1289.1,2548.0,1726.5,1314.1,2604.6,356.0,2050.9,1377.5,1124.8,2749.4,1992.3,1331.8,2448.8,2589.1,1104.1,2010.7,2500.2,1914.6,968.6,1428.8,2496.9,1622.2,2775.6,0.0,1621.6,2726.2,1973.2,1198.0,1994.5,1987.5,1873.0,1135.5,1848.0,2481.9,2489.7,2699.8,2480.7,593.5,3001.5,1288.2,1291.1,1545.0,292.0,608.7,3299.4,1275.9,1294.7,2531.4,1544.6,2450.2,279.1,2505.6,2723.7,2480.2,1320.2,2441.7,2486.9,967.7,2066.5,508.3,2557.3,1980.6,1796.6,1317.7,2493.3,2558.7,2047.7,2480.1,2585.7,552.3,234.0,2022.4,1316.3,1107.1,1110.6,2865.9,95.0,261.2,1362.8,2586.0,1381.7,1977.5,1989.8,2543.9,2072.4,754.2,1303.6,1697.3,1738.6,1055.6,217.1,1981.5,965.9,2945.0,2676.2,1203.0,1230.8,2582.6,2225.9,217.9,973.0,2469.6,2471.2,1648.5,1420.8,2507.3,2051.4,2578.4,1853.7,259.3,1430.9,2304.4
Dung Quat,3462.4,3385.3,3589.1,3372.4,1456.2,3640.5,1899.2,3506.0,517.5,1450.7,3275.7,3447.4,3428.0,3903.9,3625.1,706.2,507.7,3536.2,3457.8,1998.8,2459.1,4040.1,119.3,3320.6,1621.6,0.0,3271.2,470.2,2157.9,491.6,484.6,3416.3,737.6,345.1,3517.9,3525.6,3735.8,3516.6,1414.3,3362.6,1430.3,1433.2,3386.9,1835.2,1429.5,3660.5,4684.6,1436.8,3986.5,3386.4,3671.1,1799.9,3205.7,3268.7,3701.1,1462.3,3662.7,4683.8,1997.9,3609.7,1737.2,4012.4,3435.6,3442.5,3413.9,3529.2,3594.7,544.8,3516.1,3621.7,1781.2,1462.9,3565.6,2346.6,1384.6,712.7,3227.0,1615.7,1781.9,2614.2,3621.9,521.7,3432.6,4469.9,3579.8,3527.5,2297.4,1445.7,2727.6,3384.4,1112.3,1446.0,478.6,1243.3,3805.5,3917.5,2162.9,2190.7,3618.6,3681.0,1446.8,2003.3,3924.7,3926.3,2678.8,2964.0,3543.3,3594.6,3614.4,350.8,1780.1,2974.1,3245.0
General Santos,1364.9,1638.9,985.8,1274.9,3647.5,1033.3,3003.8,1029.2,3027.0,1914.4,454.4,970.6,1681.6,730.2,717.9,3215.7,3660.2,833.5,4562.4,2366.4,2599.3,5144.7,3271.7,169.5,2726.2,3271.2,0.0,3622.7,1823.8,3644.0,3637.1,4956.5,3247.1,3497.6,815.2,862.2,629.8,814.0,2927.0,1091.2,3621.6,3624.5,1289.4,3375.5,2942.1,1448.6,1205.0,3628.1,812.8,1288.9,1116.2,2904.4,1365.8,117.6,1146.2,3653.7,1107.8,1153.0,4810.8,5150.0,4950.4,838.7,958.9,1345.0,1667.5,826.6,687.5,4112.2,813.4,1014.4,4994.4,2567.5,5105.9,2486.8,3440.6,3222.2,1509.1,2720.3,2886.5,4154.5,1014.7,3031.2,955.8,975.2,672.6,1050.7,3837.7,3637.1,2279.6,1287.0,3389.0,2550.5,3631.0,3299.4,745.9,1362.6,1828.8,1580.7,711.4,859.3,2551.4,4816.2,751.0,752.6,3333.3,4504.3,840.6,5134.9,707.2,3503.2,2884.6,4514.4,450.5
Go Gia,3099.2,2600.5,3940.6,3009.2,1807.7,3992.0,2250.8,2763.6,869.1,1802.2,3627.2,2704.9,2643.2,2368.5,3976.6,1057.7,47.2,3887.7,3809.4,2350.4,2810.6,4391.7,470.8,3672.1,1973.2,470.2,3622.7,0.0,2509.5,31.0,24.1,3767.9,1089.2,279.9,3869.4,3877.1,4087.3,3868.1,1765.9,3714.1,1781.8,1784.7,2856.5,2186.8,1781.0,4012.0,1510.5,1788.3,2451.2,2856.1,4022.6,2151.4,2946.2,3620.2,4052.6,1813.8,4014.2,1507.1,2349.5,3961.3,2088.7,2477.0,2693.2,3079.3,2629.1,3880.7,3946.2,161.4,3867.6,3973.2,2132.7,1814.5,3917.2,2698.1,1736.1,1064.2,3578.5,1967.3,2133.4,2965.8,3973.4,873.3,2690.1,1750.3,3931.3,2785.0,2649.0,1797.2,3079.2,3021.3,1463.8,1797.5,18.1,1594.9,4157.0,4269.0,2514.4,2542.2,3970.1,2593.6,1798.4,2354.9,2389.4,2390.9,3030.4,3315.6,3894.8,3946.2,3965.9,285.5,2131.6,3325.7,3596.5
Gresik,1412.6,1335.5,2141.7,1322.6,2119.4,2193.1,1475.6,1456.2,1913.8,1494.4,1828.3,1397.6,1378.2,1854.1,2177.7,1909.4,2546.9,2088.8,3034.2,712.1,1172.3,3535.3,2158.5,1873.2,1198.0,2157.9,1823.8,2509.5,0.0,2530.8,2523.8,2911.4,1940.8,2384.3,2070.5,2078.2,2288.4,2069.2,1398.8,1915.2,2093.5,2096.3,1337.1,1411.6,1414.0,2213.1,2634.8,2099.9,1936.7,1336.6,2223.7,1376.3,1155.9,1821.3,2253.7,2125.5,2215.3,2634.0,711.2,3186.1,850.8,1962.6,1385.8,1392.7,1364.1,2081.8,2147.3,2584.0,2068.7,2174.3,894.7,1039.3,3142.0,1059.8,1912.4,1915.9,1779.6,1192.1,1358.3,2190.6,2174.5,1918.0,1382.8,2420.1,2132.4,1477.7,1873.8,2108.9,1061.6,1334.6,1860.9,1022.3,2517.8,1771.2,2358.1,2470.1,38.7,336.0,2171.2,1631.2,1023.2,716.6,1874.9,1876.5,1392.1,2540.4,2095.9,3089.7,2167.0,2390.0,1356.5,2550.5,1797.6
Ha Long,3835.2,3758.1,3961.9,3745.2,1829.0,4013.3,2272.1,3878.8,890.4,1823.6,3648.5,3820.2,3800.8,4276.7,3997.9,1079.1,68.5,3909.0,3830.7,2371.7,2832.0,4413.0,492.1,3693.4,1994.5,491.6,3644.0,31.0,2530.8,0.0,45.4,3789.2,1110.5,301.2,3890.7,3898.4,4108.6,3889.4,1787.2,3735.4,1803.1,1806.0,3759.7,2208.1,1802.3,4033.3,5057.4,1809.6,4359.3,3759.2,4043.9,2172.7,3578.5,3641.5,4073.9,1835.2,4035.5,5056.6,2370.8,3982.6,2110.1,4385.2,3808.4,3815.3,3786.7,3902.0,3967.5,182.7,3888.9,3994.5,2154.0,1835.8,3938.5,2719.5,1757.4,1085.5,3599.8,1988.6,2154.8,2987.1,3994.7,894.6,3805.4,4842.7,3952.6,3900.3,2670.3,1818.6,3100.5,3757.2,1485.1,1818.8,39.4,1616.2,4178.3,4290.3,2535.7,2563.6,3991.4,4053.8,1819.7,2376.2,4297.5,4299.1,3051.7,3336.9,3916.1,3967.5,3987.2,306.9,2152.9,3347.0,3617.8
Hai Phong,3113.6,2614.9,3955.0,3023.5,1822.1,4006.4,2265.1,2777.9,883.4,1816.6,3641.6,2719.3,2657.6,2382.8,3991.0,1072.1,61.6,3902.1,3823.7,2364.7,2825.0,4406.0,485.2,3686.5,1987.5,484.6,3637.1,24.1,2523.8,45.4,0.0,3782.2,1103.5,294.2,3883.8,3891.5,4101.7,3882.5,1780.2,3728.5,1796.2,1799.1,2870.8,2201.1,1795.4,4026.4,1524.9,1802.7,2465.5,2870.4,4037.0,2165.8,2960.6,3634.6,4067.0,1828.2,4028.6,1521.5,2363.8,3975.6,2103.1,2491.4,2707.5,3093.6,2643.5,3895.1,3960.6,175.7,3882.0,3987.6,2147.1,1828.8,3931.5,2712.5,1750.5,1078.6,3592.9,1981.6,2147.8,2980.1,3987.8,887.6,2704.5,1764.6,3945.7,2799.3,2663.3,1811.6,3093.5,3035.6,1478.2,1811.9,32.4,1609.3,4171.4,4283.4,2528.8,2556.6,3984.5,2608.0,1812.8,2369.2,2403.7,2405.3,3044.7,3329.9,3909.2,3960.5,3980.3,299.9,2146.0,3340.0,3610.9
Hambantota,3611.2,3083.7,5061.7,3521.2,3086.2,4834.9,1835.1,4564.6,3172.2,2919.5,5091.5,4506.0,3126.4,4838.3,4819.4,2898.8,3805.3,4730.5,1582.8,2763.2,3223.5,752.5,3416.9,5005.9,1873.0,3416.3,4956.5,3767.9,2911.4,3789.2,3782.2,0.0,2930.2,3642.7,4276.6,4284.4,4494.5,4275.4,2388.2,4116.2,3060.3,3063.2,3339.7,1771.1,2403.4,4297.3,3070.6,3066.8,4326.1,3339.3,4244.9,1758.2,3620.3,4518.4,4274.9,3092.4,4236.4,4281.6,2762.3,1581.5,2303.0,4352.0,3775.3,3591.3,3112.3,4288.0,4353.4,3842.4,4274.8,4380.4,2346.9,2028.7,1537.4,3111.0,2879.3,2905.3,3980.6,1867.1,1740.3,3135.0,4380.7,3176.4,3772.2,3784.5,4338.6,3867.1,1402.5,3075.7,3492.0,3533.3,2850.3,2011.7,3776.2,2738.0,4739.7,4470.9,2916.3,3025.5,4377.3,4020.6,2012.6,2767.7,4264.3,4265.9,1703.9,1629.9,4302.0,306.9,4373.1,3648.4,1738.4,1640.0,4099.1
Ho Chi Minh City,2559.3,2031.9,3565.0,2469.3,872.4,3616.4,1413.1,2388.0,493.5,1426.7,3251.6,2329.4,2074.6,1992.9,3601.0,122.4,1126.6,3512.1,2971.7,1711.4,2171.6,3554.0,738.2,3296.5,1135.5,737.6,3247.1,1089.2,1940.8,1110.5,1103.5,2930.2,0.0,964.0,3493.8,3501.5,3711.7,3492.5,830.6,3338.5,846.5,849.4,2287.8,1349.1,845.7,3636.4,1134.9,853.0,2075.6,2287.4,3647.0,1313.8,2377.6,3244.6,3677.0,878.6,3638.6,1225.1,1710.5,3123.6,1251.1,2101.4,2317.6,2539.4,2060.5,3505.1,3570.6,1163.7,3492.0,3597.6,1295.1,976.8,3079.5,2059.1,800.8,128.9,3202.9,1129.6,1295.8,2128.1,3597.8,497.7,2314.5,1374.7,3555.7,2409.4,1811.3,861.9,2440.1,2481.4,528.5,959.9,1097.5,659.6,3781.4,3893.4,1945.8,1973.6,3594.5,2218.0,960.7,1715.8,2013.8,2015.3,2391.3,2477.9,3519.2,3108.5,3590.3,969.7,1294.0,2488.0,3220.9
Hon La,2974.1,2475.4,3815.5,2884.0,1682.6,3866.9,2125.6,2638.4,743.9,1677.1,3502.1,2579.8,2518.1,2243.4,3851.5,932.6,317.4,3762.6,3684.2,2225.3,2685.5,4266.5,345.7,3547.0,1848.0,345.1,3497.6,279.9,2384.3,301.2,294.2,3642.7,964.0,0.0,3744.3,3752.0,3962.2,3743.0,1640.7,3589.0,1656.7,1659.6,2731.3,2061.6,1655.9,3886.9,1385.4,1663.2,2326.0,2730.9,3897.5,2026.3,2821.1,3495.1,3927.5,1688.7,3889.1,1382.0,2224.4,3836.1,1963.6,2351.9,2568.0,2954.1,2504.0,3755.6,3821.1,354.4,3742.5,3848.1,2007.6,1689.4,3792.0,2573.0,1611.0,939.1,3453.4,1842.1,2008.3,2840.6,3848.3,748.1,2565.0,1625.1,3806.2,2659.8,2523.8,1672.1,2954.0,2896.1,1338.7,1672.4,288.2,1469.8,4031.9,4143.9,2389.3,2417.1,3845.0,2468.5,1673.3,2229.7,2264.2,2265.8,2905.2,3190.4,3769.7,3821.0,3840.8,160.4,2006.5,3200.5,3471.4
Iligan,1611.6,1885.6,1484.8,1521.6,3403.2,695.6,2759.5,1275.9,3273.7,1670.1,953.3,1217.3,1928.3,880.9,262.1,3462.4,3906.9,173.2,4318.1,2613.1,2846.0,4900.4,3518.4,864.6,2481.9,3517.9,815.2,3869.4,2070.5,3890.7,3883.8,4276.6,3493.8,3744.3,0.0,524.6,372.8,153.7,2682.7,1590.2,3377.3,3380.2,1536.0,3131.2,2697.8,1947.5,960.7,3383.8,963.6,1535.6,778.5,2660.1,1612.5,812.7,808.5,3409.4,770.1,815.3,4566.5,4905.7,4706.1,989.4,1205.5,1591.6,1914.2,166.3,231.7,3867.9,153.1,676.8,4750.1,2323.2,4861.6,2733.5,3196.3,3468.9,1972.8,2476.0,2642.2,3910.2,677.0,3277.9,1202.5,730.8,216.9,1297.3,3593.4,3392.8,2526.3,1533.6,3144.7,2306.2,3877.7,3055.1,1352.7,1025.0,2075.5,1827.3,255.6,1106.0,2307.1,4571.9,901.8,903.3,3089.0,4260.0,180.3,4890.6,251.4,3749.9,2640.3,4270.1,396.5
Iloilo City,1619.3,1893.3,1528.6,1529.3,3411.0,341.2,2767.3,1283.7,3281.4,1677.9,997.2,1225.1,1936.0,888.6,631.8,3470.1,3914.6,542.9,4325.9,2620.8,2853.7,4908.2,3526.1,911.6,2489.7,3525.6,862.2,3877.1,2078.2,3898.4,3891.5,4284.4,3501.5,3752.0,524.6,0.0,742.5,523.3,2690.5,1634.1,3385.1,3388.0,1543.8,3139.0,2705.6,1991.4,968.4,3391.6,971.3,1543.4,424.1,2667.9,1620.2,859.7,454.1,3417.2,415.7,460.9,4574.3,4913.5,4713.9,997.2,1213.3,1599.4,1921.9,536.0,601.4,3875.7,522.8,322.4,4757.9,2331.0,4869.4,2741.2,3204.1,3476.6,1980.6,2483.8,2650.0,3918.0,322.6,3285.6,1210.2,738.6,586.6,1305.1,3601.2,3400.6,2534.0,1541.4,3152.5,2314.0,3885.4,3062.9,1396.6,670.5,2083.2,1835.1,625.3,1113.8,2314.9,4579.7,909.5,911.1,3096.8,4267.8,550.0,4898.4,621.1,3757.6,2648.1,4277.9,440.4
Isabel,1829.5,2103.5,1495.5,1739.5,3621.1,794.2,2977.4,1493.8,3491.6,1888.0,964.1,1435.2,2146.2,1098.8,275.5,3680.3,4124.8,391.1,4536.0,2831.0,3063.9,5118.3,3736.3,679.2,2699.8,3735.8,629.8,4087.3,2288.4,4108.6,4101.7,4494.5,3711.7,3962.2,372.8,742.5,0.0,371.6,2900.6,1600.9,3595.2,3598.1,1754.0,3349.1,2915.7,1958.3,1178.6,3601.7,1181.4,1753.5,950.0,2878.0,1830.4,627.2,980.0,3627.3,941.5,986.7,4784.4,5123.6,4924.0,1207.3,1423.5,1809.6,2132.1,384.2,245.1,4085.8,371.0,775.3,4968.0,2541.1,5079.5,2951.4,3414.2,3686.8,2018.8,2693.9,2860.1,4128.1,775.6,3495.8,1420.4,948.7,230.3,1515.3,3811.3,3610.7,2744.2,1751.6,3362.6,2524.1,4095.6,3273.0,1255.5,1196.4,2293.4,2045.2,269.0,1323.9,2525.0,4789.8,1119.7,1121.2,3306.9,4477.9,398.2,5108.5,264.8,3967.8,2858.2,4488.0,614.4
Kauswagan,1610.3,1884.3,1483.5,1520.3,3402.0,694.4,2758.3,1274.7,3272.4,1668.9,952.1,1216.1,1927.0,879.7,260.9,3461.1,3905.6,171.9,4316.9,2611.8,2844.7,4899.2,3517.1,863.4,2480.7,3516.6,814.0,3868.1,2069.2,3889.4,3882.5,4275.4,3492.5,3743.0,153.7,523.3,371.6,0.0,2681.5,1588.9,3376.1,3379.0,1534.8,3130.0,2696.6,1946.3,959.4,3382.6,962.3,1534.4,777.3,2658.9,1611.2,811.4,807.3,3408.2,768.9,814.1,4565.3,4904.5,4704.9,988.2,1204.3,1590.4,1912.9,165.0,230.5,3866.7,151.9,675.5,4748.9,2322.0,4860.4,2732.2,3195.1,3467.6,1971.6,2474.8,2641.0,3909.0,675.8,3276.6,1201.2,729.6,215.6,1296.1,3592.2,3391.6,2525.0,1532.4,3143.5,2305.0,3876.4,3053.9,1351.4,1023.7,2074.2,1826.1,254.4,1104.8,2305.9,4570.7,900.5,902.1,3087.8,4258.8,179.1,4889.4,250.2,3748.6,2639.1,4268.9,395.2
Kemaman,2017.3,1489.8,2748.8,1927.3,829.7,2805.4,871.1,2251.7,1170.2,1180.2,2950.2,2193.1,1532.6,2649.6,2789.9,799.1,1803.3,2701.0,2429.7,1169.4,1629.6,3012.0,1414.9,2976.4,593.5,1414.3,2927.0,1765.9,1398.8,1787.2,1780.2,2388.2,830.6,1640.7,2682.7,2690.5,2900.6,2681.5,0.0,3202.3,803.8,806.7,1745.8,807.1,124.3,3500.2,1331.3,810.3,2732.2,1745.4,2651.0,771.8,2706.4,2924.5,2681.0,835.8,2642.5,2687.7,1168.4,2581.6,709.1,2758.1,2181.4,1997.4,1518.5,2694.1,2759.5,1840.4,2680.9,2786.5,753.1,434.8,2537.5,1517.1,622.8,805.6,3066.7,587.6,753.8,1586.1,2786.8,1174.4,2178.3,2190.6,2744.7,2273.2,1269.3,819.2,1898.1,1939.4,605.6,417.8,1774.2,481.5,3145.8,2877.0,1403.8,1431.6,2783.4,2426.7,418.7,1173.8,2670.4,2672.0,1849.3,1935.9,2708.1,2566.5,2779.2,1646.4,752.0,1946.0,2505.2
Kendari,1076.9,1168.3,499.6,986.9,3922.8,1805.1,2599.1,1120.6,3118.4,2427.1,701.0,1062.0,1211.0,1413.5,1689.0,3307.1,3751.6,1608.4,4157.7,2457.8,2690.7,4740.0,3363.1,1140.6,3001.5,3362.6,1091.2,3714.1,1915.2,3735.4,3728.5,4116.2,3338.5,3589.0,1590.2,1634.1,1600.9,1588.9,3202.3,0.0,3216.9,3219.8,1001.4,3254.2,2537.4,782.7,1976.8,3223.4,1496.1,1001.0,1888.0,2499.7,622.5,1088.7,1918.0,3249.0,1879.6,1924.8,4406.1,5028.7,4545.7,1522.0,1050.2,1057.0,1196.9,1601.5,1658.6,3707.5,1588.4,1786.3,4589.7,2162.8,4984.6,2578.2,3035.9,3313.6,691.0,2315.6,2481.8,4033.2,1786.5,3122.6,1047.2,1747.0,1643.8,1142.0,3716.4,3232.4,2371.0,999.0,2984.3,2145.8,3722.4,2894.7,896.6,2134.4,1920.2,1110.1,1682.5,1295.5,2146.7,4411.5,1434.4,1435.9,2928.6,4383.0,1615.6,5013.6,1678.3,3594.6,2479.9,4393.1,1222.3
Ko Por Anchorage,2711.9,2184.5,3443.4,2621.9,89.0,3500.0,1543.3,2946.3,1186.1,1874.8,3644.8,2887.7,2227.2,3344.2,3484.5,815.1,1819.3,3395.6,3101.9,1864.0,2324.3,3684.2,1430.8,3671.0,1288.2,1430.3,3621.6,1781.8,2093.5,1803.1,1796.2,3060.3,846.5,1656.7,3377.3,3385.1,3595.2,3376.1,803.8,3216.9,0.0,65.9,2440.5,1479.3,819.0,4194.8,1827.6,69.5,3426.8,2440.1,3345.6,1466.4,3401.0,3619.1,3375.6,95.1,3337.1,3382.3,1863.1,3253.8,1403.7,3452.7,2876.0,2692.0,2213.1,3388.7,3454.1,1856.3,3375.5,3481.1,1447.7,1129.5,3209.6,2211.8,637.3,821.6,3761.3,1282.3,1448.4,137.7,3481.4,1190.3,2872.9,2885.2,3439.3,2967.8,1941.5,78.5,2592.8,2634.0,346.0,1112.5,1790.2,496.1,3840.4,3571.6,2098.4,2126.2,3478.0,3121.3,1113.4,1868.5,3365.0,3366.6,2544.0,2608.1,3402.7,3238.7,3473.8,1662.4,1446.6,2618.2,3199.8
Koh Sichang,2714.8,2187.4,3446.3,2624.8,91.8,3502.9,1546.2,2949.2,1189.0,1877.7,3647.7,2890.6,2230.1,3347.1,3487.4,818.0,1822.2,3398.5,3104.8,1866.9,2327.1,3687.1,1433.7,3673.9,1291.1,1433.2,3624.5,1784.7,2096.3,1806.0,1799.1,3063.2,849.4,1659.6,3380.2,3388.0,3598.1,3379.0,806.7,3219.8,65.9,0.0,2443.4,1482.2,821.8,4197.7,1830.5,72.4,3429.7,2442.9,3348.5,1469.3,3403.9,3622.0,3378.5,98.0,3340.0,3385.2,1866.0,3256.7,1406.6,3455.6,2878.9,2694.9,2216.0,3391.6,3457.0,1859.2,3378.4,3484.0,1450.6,1132.4,3212.5,2214.6,640.2,824.4,3764.2,1285.2,1451.3,140.6,3484.3,1193.2,2875.8,2888.1,3442.2,2970.7,1944.4,81.4,2595.7,2636.9,348.9,1115.4,1793.0,498.9,3843.3,3574.5,2101.3,2129.1,3480.9,3124.2,1116.3,1871.4,3367.9,3369.5,2546.9,2611.0,3405.6,3241.6,3476.7,1665.2,1449.5,2621.0,3202.7
Kotabaru,504.6,582.7,1227.9,414.6,2466.4,1658.7,1822.6,548.3,3142.7,2723.4,1293.9,489.7,625.4,946.1,1643.2,3138.4,3775.9,1554.3,3381.2,1192.1,1717.7,3963.5,3387.4,1338.8,1545.0,3386.9,1289.4,2856.5,1337.1,3759.7,2870.8,3339.7,2287.8,2731.3,1536.0,1543.8,1754.0,1534.8,1745.8,1001.4,2440.5,2443.4,0.0,1758.6,1761.0,1299.4,1742.0,2447.0,1028.8,232.7,1689.3,1723.3,505.5,1286.8,1719.3,2472.5,1680.9,1726.1,1191.2,3533.1,1330.8,1054.6,477.9,484.7,611.3,1547.4,1612.8,2931.0,1534.2,1639.9,1374.8,1386.3,3489.0,1508.5,2259.4,3144.8,865.9,1539.1,1705.3,2537.6,1640.1,3146.9,474.8,1512.1,1598.0,569.7,2220.8,2455.9,1398.0,426.7,2207.9,1369.4,2864.8,2118.2,1624.9,1935.7,1342.1,524.4,1636.7,723.2,1370.2,1196.6,967.0,968.5,1872.1,2887.4,1561.5,3518.0,1632.6,2737.0,1703.5,2897.5,1263.2
